filename,width,height,class,xmin,ymin,xmax,ymax
chimp (188).jpg,408,612,chimpanzee,56,54,360,443
chimp (189).jpg,612,368,chimpanzee,165,58,260,199
chimp (189).jpg,612,368,chimpanzee,281,60,379,205
chimp (190).jpg,612,408,chimpanzee,68,67,306,267
chimp (191).jpg,612,408,chimpanzee,80,47,305,228
chimp (192).jpg,612,408,chimpanzee,274,132,392,238
chimp (193).jpg,612,408,chimpanzee,279,116,349,193
chimp (193).jpg,612,408,chimpanzee,105,114,174,182
chimp (194).jpg,612,408,chimpanzee,218,102,253,133
chimp (194).jpg,612,408,chimpanzee,242,149,289,203
chimp (194).jpg,612,408,chimpanzee,287,101,328,154
chimp (195).jpg,612,408,chimpanzee,276,121,340,201
chimp (196).jpg,612,408,chimpanzee,235,92,356,209
chimp (197).jpg,612,407,chimpanzee,157,54,304,229
chimp (197).jpg,612,407,chimpanzee,335,87,469,234
chimp (198).jpg,612,408,chimpanzee,251,13,480,246
chimp (199).jpg,612,408,chimpanzee,243,86,371,184
chimp (200).jpg,612,408,chimpanzee,105,3,428,333
chimp (201).jpg,612,408,chimpanzee,85,53,366,277
chimp (202).jpg,612,408,chimpanzee,149,10,527,380
chimp (203).jpg,612,408,chimpanzee,268,111,361,215
chimp (203).jpg,612,408,chimpanzee,399,157,493,256
chimp (204).jpg,612,407,chimpanzee,59,1,296,305
chimp (204).jpg,612,407,chimpanzee,320,26,534,287
chimp (205).jpg,612,442,chimpanzee,227,112,433,315
chimp (206).jpg,612,408,chimpanzee,186,45,450,294
chimp (207).jpg,612,407,chimpanzee,202,40,404,265
chimp (208).jpg,612,408,chimpanzee,254,10,372,150
chimp (208).jpg,612,408,chimpanzee,431,73,504,174
chimp (209).jpg,612,408,chimpanzee,312,119,395,212
chimp (209).jpg,612,408,chimpanzee,305,221,381,299
chimp (210).jpg,612,408,chimpanzee,275,102,374,208
chimp (210).jpg,612,408,chimpanzee,189,77,270,193
chimp (210).jpg,612,408,chimpanzee,381,30,499,145
chimp (211).jpg,408,612,chimpanzee,289,150,408,341
chimp (212).jpg,408,612,chimpanzee,133,159,266,317
chimp (213).jpg,612,459,chimpanzee,294,92,394,210
chimp (214).jpg,612,408,chimpanzee,302,109,369,181
chimp (214).jpg,612,408,chimpanzee,370,130,425,198
chimp (214).jpg,612,408,chimpanzee,172,136,252,217
chimp (215).jpg,612,408,chimpanzee,194,168,278,227
chimp (215).jpg,612,408,chimpanzee,292,127,339,177
chimp (215).jpg,612,408,chimpanzee,367,121,426,195
chimp (216).jpg,612,408,chimpanzee,194,106,306,220
chimp (216).jpg,612,408,chimpanzee,397,45,518,184
chimp (217).jpg,408,612,chimpanzee,89,11,408,577
chimp (218).jpg,408,612,chimpanzee,34,76,408,612
chimp (219).jpg,408,612,chimpanzee,30,144,404,592
chimp (220).jpg,612,408,chimpanzee,186,74,319,227
chimp (221).jpg,612,408,chimpanzee,84,2,394,326
chimp (222).jpg,408,612,chimpanzee,146,184,254,301
chimp (223).jpg,612,612,chimpanzee,360,76,602,349
chimp (224).jpg,408,612,chimpanzee,162,138,290,306
chimp (225).jpg,612,426,chimpanzee,263,113,350,201
chimp (226).jpg,612,422,chimpanzee,286,100,393,192
chimp (227).jpg,612,443,chimpanzee,36,9,462,434
chimp (228).jpg,408,612,chimpanzee,154,60,264,212
chimp (229).jpg,408,612,chimpanzee,159,248,284,436
chimp (230).jpg,612,408,chimpanzee,139,39,287,188
chimp (230).jpg,612,408,chimpanzee,273,156,369,263
chimp (231).jpg,612,408,chimpanzee,381,39,546,239
chimp (232).jpg,612,406,chimpanzee,218,57,307,196
chimp (233).jpg,612,410,chimpanzee,317,64,453,222
chimp (234).jpg,612,442,chimpanzee,102,168,185,256
chimp (235).jpg,612,408,chimpanzee,94,123,318,388
chimp (235).jpg,612,408,chimpanzee,285,8,479,212
chimp (236).jpg,408,612,chimpanzee,109,61,280,268
chimp (237).jpg,612,408,chimpanzee,333,82,517,351
chimp (238).jpg,408,612,chimpanzee,65,26,291,264
chimp (239).jpg,612,408,chimpanzee,112,122,300,280
chimp (239).jpg,612,408,chimpanzee,321,68,497,260
chimp (240).jpg,612,408,chimpanzee,330,102,443,190
chimp (241).jpg,612,407,chimpanzee,268,89,355,162
chimp (242).jpg,612,407,chimpanzee,355,83,433,157
chimp (244).jpg,408,612,chimpanzee,120,1,364,229
chimp (245).jpg,612,448,chimpanzee,141,30,301,173
chimp (245).jpg,612,448,chimpanzee,331,20,475,189
chimp (246).jpg,612,408,chimpanzee,53,6,342,289
chimp (247).jpg,612,442,chimpanzee,187,22,376,254
chimp (248).jpg,442,612,chimpanzee,7,22,442,548
chimp (249).jpg,612,612,chimpanzee,80,17,181,144
chimp (249).jpg,612,612,chimpanzee,321,223,437,384
chimp (250).jpg,612,408,chimpanzee,167,27,489,397
chimp (251).jpg,612,408,chimpanzee,202,108,273,186
chimp (252).jpg,612,425,chimpanzee,207,3,581,398
chimp (253).jpg,612,408,chimpanzee,267,48,408,192
chimp (254).jpg,612,459,chimpanzee,362,117,430,214
chimp (254).jpg,612,459,chimpanzee,258,58,332,135
chimp (255).jpg,612,437,chimpanzee,168,126,249,223
chimp (256).jpg,612,408,chimpanzee,328,77,406,155
chimp (256).jpg,612,408,chimpanzee,276,153,335,234
chimp (258).jpg,612,408,chimpanzee,203,98,318,224
chimp (259).jpg,612,408,chimpanzee,369,141,481,248
chimp (260).jpg,612,408,chimpanzee,201,90,328,225
chimp (261).jpg,612,408,chimpanzee,343,88,403,152
chimp (261).jpg,612,408,chimpanzee,163,163,234,234
chimp (262).jpg,612,408,chimpanzee,288,117,399,244
chimp (263).jpg,612,408,chimpanzee,202,76,322,183
chimp (264).jpg,509,612,chimpanzee,39,85,423,421
chimp (265).jpg,594,612,chimpanzee,124,112,470,388
chimp (266).jpg,415,612,chimpanzee,89,84,353,382
chimp (267).jpg,586,612,chimpanzee,76,55,443,435
chimp (268).jpg,612,407,chimpanzee,155,135,349,272
chimp (269).jpg,408,612,chimpanzee,1,117,368,518
chimp (270).jpg,408,612,chimpanzee,17,88,373,461
chimp (271).jpg,408,612,chimpanzee,15,27,329,305
chimp (272).jpg,612,612,chimpanzee,128,43,261,167
chimp (272).jpg,612,612,chimpanzee,322,127,502,318
chimp (273).jpg,612,397,chimpanzee,104,20,262,172
chimp (273).jpg,612,397,chimpanzee,367,13,504,173
chimp (274).jpg,612,408,chimpanzee,216,47,333,166
chimp (274).jpg,612,408,chimpanzee,413,72,509,174
chimp (275).jpg,612,408,chimpanzee,277,99,394,216
chimp (277).jpg,612,408,chimpanzee,217,14,308,136
chimp (277).jpg,612,408,chimpanzee,260,151,359,249
chimp (278).jpg,612,407,chimpanzee,295,63,425,199
chimp (279).jpg,612,433,chimpanzee,311,123,373,232
chimp (281).jpg,612,408,chimpanzee,73,4,410,302
chimp (282).jpg,612,489,chimpanzee,247,75,382,203
chimp (283).jpg,408,612,chimpanzee,37,104,375,398
chimp (284).jpg,612,490,chimpanzee,243,14,468,296
chimp (285).jpg,612,408,chimpanzee,208,78,459,260
chimp (286).jpg,612,612,chimpanzee,90,230,242,351
chimp (287).jpg,612,409,chimpanzee,82,17,443,344
chimp (288).jpg,531,612,chimpanzee,116,32,451,426
chimp (289).jpg,409,612,chimpanzee,145,54,333,286
chimp (289).jpg,409,612,chimpanzee,192,250,309,427
chimp (290).jpg,612,409,chimpanzee,124,63,391,308
chimp (291).jpg,612,490,chimpanzee,211,121,300,218
chimp (292).jpg,612,408,chimpanzee,26,9,339,270
chimp (293).jpg,612,390,chimpanzee,315,87,493,297
chimp (294).jpg,612,407,chimpanzee,144,20,456,365
chimp (296).jpg,612,441,chimpanzee,171,37,434,268
chimp (297).jpg,612,612,chimpanzee,213,197,388,385
chimp (298).jpg,612,488,chimpanzee,198,81,330,250
chimp (300).jpg,612,408,chimpanzee,194,89,315,236
chimp (303).jpg,612,612,chimpanzee,41,93,421,419
chimp (304).jpg,612,408,chimpanzee,119,58,238,186
chimp (305).jpg,612,359,chimpanzee,342,60,454,160
chimp (306).jpg,612,407,chimpanzee,118,3,485,343
chimp (307).jpg,612,408,chimpanzee,205,81,302,177
chimp (307).jpg,612,408,chimpanzee,339,48,413,126
chimp (308).jpg,612,408,chimpanzee,282,36,363,115
chimp (308).jpg,612,408,chimpanzee,182,91,287,208
chimp (309).jpg,612,408,chimpanzee,84,15,495,401
chimp (312).jpg,612,408,chimpanzee,225,159,275,225
chimp (313).jpg,612,459,chimpanzee,240,120,356,254
chimp (314).jpg,612,408,chimpanzee,183,7,415,259
chimp (315).jpg,612,408,chimpanzee,227,17,365,141
chimp (316).jpg,612,408,chimpanzee,50,89,411,351
chimp (317).jpg,612,432,chimpanzee,100,137,205,231
chimp (318).jpg,612,408,chimpanzee,183,35,467,366
chimp (319).jpg,612,408,chimpanzee,278,158,330,233
chimp (319).jpg,612,408,chimpanzee,339,176,390,237
chimp (320).jpg,612,407,chimpanzee,272,98,427,239
chimp (320).jpg,612,407,chimpanzee,109,164,242,322
chimp (321).jpg,612,407,chimpanzee,259,43,471,276
chimp (322).jpg,612,408,chimpanzee,213,10,394,216
chimp (324).jpg,612,408,chimpanzee,171,108,260,213
chimp (325).jpg,612,405,chimpanzee,250,60,357,157
chimp (325).jpg,612,405,chimpanzee,368,51,454,136
chimp (326).jpg,612,407,chimpanzee,168,101,250,187
chimp (327).jpg,612,407,chimpanzee,260,52,455,260
chimp (328).jpg,612,314,chimpanzee,191,25,442,314
chimp (329).jpg,490,612,chimpanzee,185,55,337,208
chimp (330).jpg,612,408,chimpanzee,197,162,270,263
chimp (331).jpg,612,490,chimpanzee,153,14,571,461
chimp (332).jpg,612,406,chimpanzee,420,169,504,256
chimp (334).jpg,612,408,chimpanzee,38,26,545,343
chimp (335).jpg,408,612,chimpanzee,83,85,327,327
chimp (336).jpg,408,612,chimpanzee,149,170,309,308
chimp (337).jpg,612,411,chimpanzee,119,89,251,232
chimp (337).jpg,612,411,chimpanzee,234,93,351,218
chimp (338).jpg,461,612,chimpanzee,109,75,288,238
chimp (338).jpg,461,612,chimpanzee,177,192,307,324
chimp (339).jpg,612,408,chimpanzee,191,43,319,175
chimp (340).jpg,612,408,chimpanzee,87,4,447,321
chimp (341).jpg,408,612,chimpanzee,120,223,231,341
chimp (342).jpg,612,422,chimpanzee,269,99,387,198
chimp (342).jpg,612,422,chimpanzee,216,216,300,290
chimp (343).jpg,612,408,chimpanzee,75,9,477,363
chimp (344).jpg,612,407,chimpanzee,46,12,513,352
chimp (346).jpg,612,408,chimpanzee,233,188,339,285
chimp (346).jpg,612,408,chimpanzee,318,129,407,219
chimp (346).jpg,612,408,chimpanzee,311,47,389,136
chimp (347).jpg,612,408,chimpanzee,110,154,229,272
chimp (348).jpg,612,408,chimpanzee,11,11,457,376
chimp (349).jpg,612,483,chimpanzee,198,1,612,409
chimp (350).jpg,430,612,chimpanzee,123,64,306,236
chimp (351).jpg,612,408,chimpanzee,370,128,568,325
chimp (352).jpg,612,408,chimpanzee,161,21,588,408
chimp (353).jpg,612,414,chimpanzee,122,38,366,245
chimp (354).jpg,408,612,chimpanzee,141,152,253,260
chimp (355).jpg,559,612,chimpanzee,307,15,444,197
chimp (355).jpg,559,612,chimpanzee,240,227,401,427
chimp (356).jpg,612,408,chimpanzee,104,158,223,257
chimp (357).jpg,612,408,chimpanzee,213,91,349,248
chimp (358).jpg,612,408,chimpanzee,305,117,403,239
chimp (359).jpg,408,612,chimpanzee,128,151,262,289
chimp (360).jpg,612,394,chimpanzee,180,13,311,194
chimp (360).jpg,612,394,chimpanzee,163,224,263,316
chimp (360).jpg,612,394,chimpanzee,400,57,531,208
chimp (361).jpg,612,416,chimpanzee,230,4,413,156
chimp (361).jpg,612,416,chimpanzee,236,182,331,282
chimp (362).jpg,612,408,chimpanzee,177,119,257,193
chimp (362).jpg,612,408,chimpanzee,289,73,357,151
chimp (363).jpg,612,383,chimpanzee,155,19,459,333
chimp (364).jpg,612,545,chimpanzee,237,24,496,211
chimp (365).jpg,612,585,chimpanzee,236,37,461,224
chimp (366).jpg,482,612,chimpanzee,225,38,443,276
chimp (367).jpg,561,612,chimpanzee,8,24,238,234
chimp (368).jpg,538,612,chimpanzee,158,25,395,259
chimp (369).jpg,612,407,chimpanzee,197,47,447,303
chimp (370).jpg,612,408,chimpanzee,323,113,406,200
chimp (370).jpg,612,408,chimpanzee,339,198,407,280
chimp (371).jpg,612,408,chimpanzee,243,140,310,192
chimp (372).jpg,612,612,chimpanzee,46,7,612,469
chimp (373).jpg,612,447,chimpanzee,19,7,587,447
chimp (375).jpg,612,408,chimpanzee,97,2,611,408
chimp (376).jpg,612,408,chimpanzee,153,52,291,163
chimp (378).jpg,612,451,chimpanzee,164,4,612,390
chimp (379).jpg,612,411,chimpanzee,174,16,495,388
chimp (380).jpg,612,420,chimpanzee,12,20,450,378
chimp (381).jpg,408,612,chimpanzee,96,294,215,403
chimp (381).jpg,408,612,chimpanzee,215,180,319,313
chimp (382).jpg,612,459,chimpanzee,61,46,531,396
chimp (383).jpg,612,408,chimpanzee,324,76,411,189
chimp (385).jpg,408,612,chimpanzee,74,103,381,480
chimp (386).jpg,612,408,chimpanzee,110,4,373,267
chimp (386).jpg,612,408,chimpanzee,339,52,548,290
chimp (387).jpg,612,408,chimpanzee,156,6,496,308
chimp (388).jpg,612,408,chimpanzee,20,53,174,196
chimp (388).jpg,612,408,chimpanzee,404,26,549,203
chimp (389).jpg,612,408,chimpanzee,161,12,462,362
chimp (390).jpg,612,519,chimpanzee,134,82,314,264
chimp (391).jpg,612,408,chimpanzee,120,24,512,385
chimp (392).jpg,612,408,chimpanzee,83,22,449,357
chimp (393).jpg,612,421,chimpanzee,225,3,588,322
chimp (394).jpg,612,408,chimpanzee,153,41,506,353
chimp (395).jpg,612,408,chimpanzee,247,5,473,262
chimp (396).jpg,408,612,chimpanzee,52,72,378,400
chimp (397).jpg,612,408,chimpanzee,276,88,359,186
chimp (397).jpg,612,408,chimpanzee,311,188,392,262
chimp (398).jpg,612,408,chimpanzee,304,140,388,216
chimp (398).jpg,612,408,chimpanzee,298,232,389,319
chimp (399).jpg,612,390,chimpanzee,191,16,311,127
chimp (399).jpg,612,390,chimpanzee,387,50,508,207
chimp (400).jpg,612,408,chimpanzee,234,133,319,202
chimp (400).jpg,612,408,chimpanzee,352,125,421,195
chimp (401).jpg,612,408,chimpanzee,266,151,322,212
chimp (402).jpg,408,612,chimpanzee,67,136,218,277
chimp (403).jpg,612,408,chimpanzee,44,31,388,387
chimp (404).jpg,612,408,chimpanzee,258,95,375,213
chimp (405).jpg,612,442,chimpanzee,248,46,399,195
chimp (405).jpg,612,442,chimpanzee,344,110,449,240
chimp (406).jpg,612,408,chimpanzee,285,161,344,234
chimp (407).jpg,612,407,chimpanzee,196,67,415,299
chimp (408).jpg,612,383,chimpanzee,184,3,400,200
chimp (409).jpg,612,408,chimpanzee,194,26,327,155
chimp (410).jpg,408,612,chimpanzee,72,58,248,252
chimp (411).jpg,612,414,chimpanzee,315,112,503,308
chimp (412).jpg,612,390,chimpanzee,303,134,363,205
chimp (413).jpg,612,408,chimpanzee,188,154,294,271
chimp (414).jpg,612,408,chimpanzee,231,142,312,261
chimp (415).jpg,612,408,chimpanzee,293,139,359,225
chimp (416).jpg,612,408,chimpanzee,212,196,298,317
chimp (417).jpg,612,408,chimpanzee,239,178,324,291
chimp (417).jpg,612,408,chimpanzee,381,196,439,282
chimp (418).jpg,612,408,chimpanzee,257,111,348,222
chimp (419).jpg,612,408,chimpanzee,209,113,301,185
chimp (420).jpg,412,612,chimpanzee,26,37,391,535
chimp (421).jpg,612,408,chimpanzee,341,21,495,151
chimp (422).jpg,612,408,chimpanzee,158,47,561,365
chimp (423).jpg,612,408,chimpanzee,79,20,411,346
chimp (424).jpg,612,408,chimpanzee,131,91,292,252
chimp (425).jpg,612,408,chimpanzee,199,112,303,194
chimp (426).jpg,407,612,chimpanzee,31,69,375,440
chimp (427).jpg,612,408,chimpanzee,234,8,481,218
chimp (428).jpg,510,612,chimpanzee,150,103,411,324
chimp (429).jpg,612,344,chimpanzee,375,10,517,127
chimp (430).jpg,612,342,chimpanzee,306,7,509,166
chimp (431).jpg,408,612,chimpanzee,74,180,229,336
chimp (432).jpg,612,408,chimpanzee,277,103,394,211
chimp (433).jpg,408,612,chimpanzee,69,176,222,357
chimp (434).jpg,612,408,chimpanzee,271,97,379,209
chimp (435).jpg,612,408,chimpanzee,245,68,387,216
chimp (436).jpg,612,408,chimpanzee,252,85,389,204
chimp (437).jpg,408,612,chimpanzee,70,152,250,333
chimp (438).jpg,612,408,chimpanzee,233,52,383,235
chimp (439).jpg,612,408,chimpanzee,273,116,394,240
chimp (440).jpg,612,408,chimpanzee,267,88,391,212
chimp (441).jpg,612,408,chimpanzee,263,138,351,255
chimp (442).jpg,612,408,chimpanzee,242,76,361,213
chimp (443).jpg,612,408,chimpanzee,254,68,391,213
chimp (444).jpg,612,408,chimpanzee,233,51,398,225
chimp (445).jpg,612,408,chimpanzee,271,51,447,211
chimp (446).jpg,408,612,chimpanzee,164,150,317,320
chimp (447).jpg,612,401,chimpanzee,52,84,135,152
chimp (447).jpg,612,401,chimpanzee,266,168,330,241
chimp (447).jpg,612,401,chimpanzee,390,133,462,193
chimp (447).jpg,612,401,chimpanzee,414,184,479,253
chimp (447).jpg,612,401,chimpanzee,187,72,258,147
chimp (448).jpg,612,400,chimpanzee,26,6,425,375
chimp (449).jpg,612,399,chimpanzee,162,80,285,234
chimp (449).jpg,612,399,chimpanzee,402,185,474,282
chimp (450).jpg,612,408,chimpanzee,255,99,312,167
chimp (450).jpg,612,408,chimpanzee,337,111,430,224
chimp (451).jpg,612,407,chimpanzee,274,162,348,249
chimp (452).jpg,612,407,chimpanzee,237,87,355,187
chimp (453).jpg,612,408,chimpanzee,157,58,363,242
chimp (454).jpg,612,408,chimpanzee,128,206,199,296
chimp (454).jpg,612,408,chimpanzee,495,156,561,266
chimp (455).jpg,612,408,chimpanzee,226,208,304,290
chimp (455).jpg,612,408,chimpanzee,300,128,388,228
chimp (456).jpg,612,408,chimpanzee,126,68,233,170
chimp (457).jpg,612,408,chimpanzee,301,17,527,201
chimp (458).jpg,612,408,chimpanzee,337,48,517,253
chimp (460).jpg,612,459,chimpanzee,56,1,612,446
chimp (461).jpg,612,408,chimpanzee,109,16,552,408
chimp (462).jpg,612,408,chimpanzee,77,11,507,408
chimp (463).jpg,612,412,chimpanzee,329,133,384,183
chimp (464).jpg,612,459,chimpanzee,246,116,425,273
chimp (465).jpg,612,612,chimpanzee,153,192,276,327
chimp (465).jpg,612,612,chimpanzee,324,194,425,346
chimp (465).jpg,612,612,chimpanzee,436,145,545,286
chimp (466).jpg,612,407,chimpanzee,266,223,330,318
chimp (466).jpg,612,407,chimpanzee,323,13,459,153
chimp (467).jpg,612,408,chimpanzee,157,57,286,185
chimp (468).jpg,612,459,chimpanzee,188,19,430,238
chimp (469).jpg,612,459,chimpanzee,245,14,393,185
chimp (470).jpg,612,459,chimpanzee,228,66,408,256
chimp (471).jpg,612,408,chimpanzee,199,7,508,293
chimp (473).jpg,459,612,chimpanzee,184,70,392,279
chimp (474).jpg,408,612,chimpanzee,2,36,367,516
chimp (475).jpg,612,612,chimpanzee,320,32,553,213
chimp (476).jpg,612,612,chimpanzee,207,16,398,189
chimp (477).jpg,612,410,chimpanzee,192,13,458,280
chimp (478).jpg,612,407,chimpanzee,293,45,390,141
chimp (478).jpg,612,407,chimpanzee,139,127,261,249
chimp (479).jpg,612,408,chimpanzee,385,109,446,196
chimp (480).jpg,612,458,chimpanzee,165,19,475,309
chimp (481).jpg,408,612,chimpanzee,111,155,240,265
chimp (482).jpg,408,612,chimpanzee,130,191,264,341
chimp (483).jpg,408,612,chimpanzee,66,103,293,315
chimp (484).jpg,408,612,chimpanzee,33,87,259,321
chimp (485).jpg,612,497,chimpanzee,300,139,389,230
chimp (486).jpg,612,513,chimpanzee,255,131,507,350
chimp (487).jpg,612,407,chimpanzee,286,111,369,214
chimp (488).jpg,612,410,chimpanzee,149,62,388,317
chimp (489).jpg,612,408,chimpanzee,295,142,359,230
chimp (49).jpg,459,612,chimpanzee,8,22,459,612
chimp (490).jpg,612,408,chimpanzee,286,152,348,219
chimp (491).jpg,612,408,chimpanzee,231,90,384,256
chimp (492).jpg,612,408,chimpanzee,150,128,387,347
chimp (493).jpg,612,408,chimpanzee,208,16,348,137
chimp (494).jpg,612,408,chimpanzee,205,143,448,291
chimp (495).jpg,612,408,chimpanzee,300,129,387,196
chimp (496).jpg,612,408,chimpanzee,352,100,531,257
chimp (497).jpg,408,612,chimpanzee,95,216,258,382
chimp (498).jpg,612,408,chimpanzee,384,113,471,202
chimp (499).jpg,612,408,chimpanzee,276,153,358,243
chimp (50).jpg,612,408,chimpanzee,239,53,383,188
chimp (500).jpg,612,408,chimpanzee,157,77,282,178
chimp (501).jpg,459,612,chimpanzee,34,33,459,448
chimp (502).jpg,612,408,chimpanzee,145,4,507,343
chimp (51).jpg,612,408,chimpanzee,246,72,376,198
chimp (52).jpg,408,612,chimpanzee,143,219,300,344
chimp (53).jpg,405,612,chimpanzee,101,179,220,298
chimp (54).jpg,408,612,chimpanzee,28,152,370,491
chimp (55).jpg,408,612,chimpanzee,98,102,292,328
chimp (56).jpg,408,612,chimpanzee,157,194,227,292
chimp (57).jpg,408,612,chimpanzee,120,131,285,320
chimp (58).jpg,408,612,chimpanzee,178,190,338,370
chimp (59).jpg,408,612,chimpanzee,95,264,259,400
chimp (60).jpg,408,612,chimpanzee,130,164,252,318
chimp (61).jpg,408,612,chimpanzee,82,210,250,358
chimp (62).jpg,408,612,chimpanzee,147,285,237,360
chimp (63).jpg,612,408,chimpanzee,247,94,321,176
chimp (63).jpg,612,408,chimpanzee,360,148,414,212
chimp (64).jpg,612,408,chimpanzee,235,56,312,146
chimp (64).jpg,612,408,chimpanzee,323,88,423,228
chimp (65).jpg,612,408,chimpanzee,200,153,281,217
chimp (66).jpg,408,612,chimpanzee,147,156,305,330
chimp (67).jpg,408,612,chimpanzee,102,257,219,371
chimp (68).jpg,408,612,chimpanzee,145,275,227,367
chimp (69).jpg,408,612,chimpanzee,83,190,231,339
chimp (70).jpg,408,612,chimpanzee,116,229,271,369
chimp (71).jpg,408,612,chimpanzee,93,243,236,379
chimp (72).jpg,612,408,chimpanzee,160,31,539,391
chimp (73).jpg,612,408,chimpanzee,284,179,369,269
chimp (73).jpg,612,408,chimpanzee,203,49,302,149
chimp (73).jpg,612,408,chimpanzee,458,192,539,293
chimp (74).jpg,612,408,chimpanzee,101,13,468,342
chimp (75).jpg,612,408,chimpanzee,150,48,460,371
chimp (76).jpg,612,408,chimpanzee,190,122,400,260
chimp (77).jpg,612,408,chimpanzee,258,175,316,251
chimp (78).jpg,408,612,chimpanzee,145,159,267,290
chimp (79).jpg,612,408,chimpanzee,278,166,354,244
chimp (80).jpg,408,612,chimpanzee,139,236,272,396
chimp (81).jpg,612,408,chimpanzee,165,83,467,327
chimp (82).jpg,612,408,chimpanzee,222,130,406,333
chimp (83).jpg,612,408,chimpanzee,203,193,290,277
chimp (84).jpg,408,612,chimpanzee,116,229,317,465
chimp (85).jpg,612,408,chimpanzee,234,119,400,290
chimp (86).jpg,612,408,chimpanzee,249,121,412,280
chimp (87).jpg,612,408,chimpanzee,246,104,378,302
chimp (88).jpg,408,612,chimpanzee,124,284,242,406
chimp (89).jpg,612,408,chimpanzee,207,13,316,138
chimp (90).jpg,612,408,chimpanzee,250,90,395,276
chimp (91).jpg,612,408,chimpanzee,160,10,422,285
chimp (92).jpg,612,408,chimpanzee,81,123,164,243
chimp (92).jpg,612,408,chimpanzee,303,105,381,246
chimp (93).jpg,612,408,chimpanzee,137,151,218,250
chimp (93).jpg,612,408,chimpanzee,305,106,390,258
chimp (94).jpg,612,408,chimpanzee,277,116,387,303
chimp (95).jpg,612,408,chimpanzee,353,66,465,182
chimp (96).jpg,612,408,chimpanzee,231,51,468,270
chimp (97).jpg,612,408,chimpanzee,309,22,534,267
chimp (98).jpg,612,408,chimpanzee,306,11,491,174
chimp (99).jpg,612,408,chimpanzee,220,52,482,337
ele (1005).jpg,610,612,africanelephant,179,106,419,464
ele (1007).jpg,612,408,africanelephant,319,58,474,250
ele (1008).jpg,612,401,africanelephant,294,56,473,262
ele (1009).jpg,612,408,africanelephant,349,59,535,260
ele (1011).jpg,612,399,africanelephant,144,90,277,263
ele (1015).jpg,612,408,africanelephant,194,46,329,278
ele (1016).jpg,612,408,africanelephant,325,59,439,219
ele (1017).jpg,612,459,africanelephant,245,109,345,320
ele (1019).jpg,612,490,africanelephant,137,157,297,370
ele (1026).jpg,612,408,africanelephant,261,226,364,352
ele (1027).jpg,612,408,africanelephant,360,229,431,319
ele (1028).jpg,612,490,africanelephant,159,106,384,384
ele (1029).jpg,612,408,africanelephant,139,42,400,343
ele (1030).jpg,490,612,africanelephant,148,132,370,472
ele (1031).jpg,612,442,africanelephant,83,27,318,341
ele (1035).jpg,958,512,africanelephant,368,70,736,424
ele (1037).jpg,760,427,africanelephant,409,60,612,265
ele (1038).jpg,760,570,africanelephant,353,201,488,370
ele (1039).jpg,760,427,africanelephant,297,115,474,337
ele (1040).jpg,659,486,africanelephant,325,100,540,332
ele (1041).jpg,1280,800,africanelephant,460,131,735,588
ele (1042).jpg,1024,768,africanelephant,253,62,765,687
ele (1045).jpg,760,570,africanelephant,39,52,331,378
ele (1046).jpg,1280,800,africanelephant,479,90,997,534
ele (1048).jpg,760,427,africanelephant,488,199,601,333
ele (1049).jpg,1024,768,africanelephant,420,187,953,570
ele (1050).jpg,760,505,africanelephant,303,109,529,389
ele (1051).jpg,760,570,africanelephant,274,106,509,406
ele (1053).jpg,1366,768,africanelephant,285,189,610,620
ele (1053).jpg,1366,768,africanelephant,595,285,778,541
ele (1054).jpg,760,427,africanelephant,343,34,574,270
ele (1055).jpg,760,570,africanelephant,404,101,657,327
ele (1056).jpg,1440,900,africanelephant,819,225,1127,562
ele (1056).jpg,1440,900,africanelephant,484,376,610,572
ele (1057).jpg,1200,786,africanelephant,411,17,825,526
ele (569).jpg,612,408,africanelephant,68,37,267,203
ele (571).jpg,612,422,africanelephant,400,39,558,266
ele (574).jpg,612,407,africanelephant,337,100,435,285
ele (575).jpg,612,405,africanelephant,296,38,474,281
ele (576).jpg,612,462,africanelephant,406,36,586,245
ele (577).jpg,612,478,africanelephant,204,56,382,362
ele (578).jpg,427,612,africanelephant,114,57,263,277
ele (580).jpg,612,451,africanelephant,327,90,529,230
ele (581).jpg,612,391,africanelephant,313,23,514,225
ele (582).jpg,612,438,africanelephant,318,80,493,308
ele (584).jpg,612,408,africanelephant,377,51,532,240
ele (584).jpg,612,408,africanelephant,232,110,323,235
ele (584).jpg,612,408,africanelephant,85,71,199,256
ele (585).jpg,480,612,africanelephant,80,65,242,345
ele (589).jpg,612,407,africanelephant,192,33,397,346
ele (590).jpg,612,408,africanelephant,233,78,363,235
ele (591).jpg,612,408,africanelephant,210,129,330,293
ele (592).jpg,612,386,africanelephant,94,100,221,273
ele (593).jpg,612,405,africanelephant,121,79,243,201
ele (596).jpg,612,408,africanelephant,190,148,345,242
ele (597).jpg,612,408,africanelephant,159,131,310,280
ele (599).jpg,612,408,africanelephant,284,21,453,144
ele (602).jpg,612,408,africanelephant,419,242,467,303
ele (602).jpg,612,408,africanelephant,121,255,174,308
ele (604).jpg,612,408,africanelephant,126,19,275,245
ele (608).jpg,482,612,africanelephant,168,136,330,348
ele (609).jpg,482,612,africanelephant,165,148,342,357
ele (613).jpg,612,612,africanelephant,248,143,459,430
ele (618).jpg,612,408,africanelephant,195,79,373,268
